item_id,HALL_bike_sum,WANDERING_bike_sum,SOUTHERN_SCH,SOUTHERN_SCH_GATE_AREA,NORTHERN_SCH,NORTHERN_SCH_GATE_AREA,DE_AREA,C_AREA,MALL_AREA,COLONY_AREA,timestamp
196,4689.5,1175.289474,675.7631579,258.7631579,921.5789474,120.4736842,864.1578947,915.4473684,116.7368421,20.52631579,36372
197,4790.363636,1198.272727,695,278,931,122,908.4545455,921.4545455,116.7272727,19.45454545,36392
198,4670.545455,1143.545455,694.0909091,278,938.2727273,122,816.8181818,945.9090909,113.9090909,18,36412
199,4752.666667,1179.833333,699.1666667,278.8333333,944.3333333,122,883.3333333,915,112.1666667,18.83333333,36432
200,4696.083333,1145,699.4166667,275.25,939.75,122.5833333,874.75,905.5833333,110.4166667,21.16666667,36452
201,4470.909091,1076.545455,720.8181818,281.4545455,977.9090909,121.5454545,687.5454545,879.4545455,107.7272727,20.90909091,36472
202,4659.466667,1046.333333,805.7333333,288.6,1016.266667,121.2666667,787.2666667,873,106.7333333,24.13333333,36492
203,4580.235294,785.7058824,1196.352941,335.7058824,1133.058824,125,524.1764706,813.3529412,104.7647059,22.82352941,36512
204,4800,621.75,1601.5,391.5,1264.5,134.75,429.5,764.5,107.25,11,36532
205,4818.157895,632.2631579,1688.842105,413.2631579,1270.526316,137.7894737,417,714.5263158,86.21052632,8.789473684,36552
206,4768.461538,645.4615385,1695.076923,398.3846154,1266.153846,136.6153846,410.0769231,657.8461538,87,6.846153846,36572
207,4760,678,1660,389,1258,137,426,650,82,6,36592
208,4860.076923,715.4615385,1683.692308,386.9230769,1258.538462,138.4615385,413.7692308,693.9230769,88.15384615,6.538461538,36612
209,4869.666667,753.6666667,1671.333333,389.3333333,1238.333333,137.3333333,429,674.3333333,96.66666667,6.333333333,36632
210,4899.75,889.5277778,1526.777778,368.9722222,1174.555556,142.7777778,503.9722222,698.9166667,99.63888889,6.361111111,36652
211,4934.75,1073.416667,1315.666667,335.0833333,1092.333333,151.6666667,610.0833333,737.25,99.08333333,6.916666667,36672
212,4911.866667,1456.333333,843.8666667,288.4,994.3333333,142.7333333,754.2,740.7333333,110.5333333,11.86666667,36692
213,4920.6875,1422.125,823,293.1875,983.875,139.6875,783.4375,783.25,113.125,11.875,36712
214,4955.285714,1379.571429,844.6428571,294.4285714,985.4285714,136.4285714,816.5,804.1428571,111.2142857,13.78571429,36732
215,4747.272727,1264.909091,862.4545455,285.7272727,1011,153,762.3636364,725.9090909,107.6363636,13,36752
216,4935,1294.153846,915.5384615,317.3076923,1036.846154,146,788.6923077,775.3846154,110.3846154,14,36772
217,4870,1339,992.5,334,1049.5,146.5,632,738,104.5,14.5,36792
218,4931,1197.5,1294,395,1103,141.75,509.75,704.25,108.25,14.25,36812
219,5020.5,1043.583333,1754.583333,432.6666667,1142,139.4166667,355.9166667,613.8333333,106.6666667,3.916666667,36832
220,4981.5,1048.75,1789.25,422,1117,145.5,345,586.5,92,3,36852
221,5075.857143,1081.142857,1823.571429,440.7142857,1132.285714,145.8571429,362.8571429,584.4285714,88.57142857,3,36872
222,4985.5,1060.666667,1817.5,432.5,1128,145.5,348.3333333,541.3333333,86.66666667,3,36892
223,4967.714286,1011.785714,1821.214286,442.9285714,1107.142857,142.2857143,372.5714286,561.3571429,90.64285714,3,36912
224,4921.714286,985.3571429,1743.357143,451.1428571,1083.928571,139.4285714,406.1428571,603.6428571,95.5,3.785714286,36932
225,4942,1109,1580.375,449.375,1042.5,136.75,488.75,622.75,94.375,4.25,36952
226,4956.076923,1288.307692,1189.153846,388.6153846,1019.384615,133.6153846,674,666.4615385,108.1538462,10.61538462,36972
227,4671.2,1284.533333,851.4,252,985.0666667,131.8666667,789.1333333,617.2,123,20.86666667,36992
228,4784.583333,1371.25,894.9166667,294.8333333,1000.333333,133.3333333,687.25,693.8333333,113.5,23.5,37012
229,4871.857143,1347.571429,908.1428571,305,965.7142857,135,822.5714286,681.2857143,122.7142857,23.85714286,37032
230,4866.384615,1366.384615,877.9230769,288.6923077,930.1538462,135.6153846,807.3846154,727.9230769,134.8461538,21.76923077,37052
231,4843.285714,1308.571429,856.4285714,285.1428571,924.1428571,137,835.5714286,765.2857143,139.2857143,14,37072
232,4846.846154,1339.384615,846.0769231,287.8461538,914.3846154,136.3846154,843.1538462,745.7692308,143.4615385,14.61538462,37092
233,4878.692308,1323.923077,889.5384615,293.0769231,896.6153846,139.1538462,844.7692308,782.0769231,128.8461538,12.92307692,37112
234,4810.428571,1275,893.7142857,293.4285714,924,152.4285714,796.2857143,778.4285714,131,12,37132
235,4900.307692,1277.307692,906.6153846,316.5384615,925.6923077,144.5384615,884.7692308,763.3076923,132.6923077,9.923076923,37152
236,4880.666667,1264.333333,885.3333333,310.3333333,932,154.3333333,928.6666667,735,127,8.333333333,37172
237,4775,1222,831,304,946,156,923,725,117,11,37192
238,4754.130435,1168.956522,775.3478261,282.2608696,945.1304348,152.5217391,984.7391304,757.173913,110.9130435,11.86956522,37212
239,4851,1220.5,773.5,291,962.5,148,987,784.5,108.5,14.5,37232
240,4899.461538,1258.769231,758.6153846,285.3076923,964.8461538,143.7692308,1003.538462,792.6923077,106.9230769,14.07692308,37252
241,4727.545455,1211.272727,715.0909091,279.9090909,929.1818182,136.6363636,950,799.5454545,107.4545455,15,37272
242,4862.068966,1241.310345,715.137931,299.8965517,928.4827586,133.7241379,1008.586207,841.8275862,108.4482759,18.27586207,37292
243,4732.413793,1177.862069,675.8275862,294.3793103,920.8965517,132.3448276,946.5172414,885.9655172,105.6896552,19.65517241,37312
244,4735.818182,1222,646.3636364,285.2727273,869.5454545,128,967.1818182,904.6363636,107.0909091,19,37332
245,4613,1283.75,620.1666667,275.3333333,870.6666667,128,783.6666667,927.75,108.8333333,18.16666667,37352
246,4615.5,1219.5,604.5,264.5,897,129,857,910,107.5,20,37372
247,4195.090909,1130.090909,568.0909091,233.0909091,889.7272727,131.1818182,671.5454545,806.8181818,109,19.81818182,37392
248,4733.272727,1272.818182,582.6363636,249.4545455,890.6363636,133,961.5454545,896.8181818,110.8181818,18,37412
249,4992,1323.384615,567.2307692,235.7692308,886.0769231,130.4615385,1118.923077,962.7692308,115.0769231,18.53846154,37432
250,4752.875,1312.65,576.625,246.625,862.875,130.15,944,922.725,115.075,18.925,37452
251,4865.375,1323.65,574.125,244.125,855.375,131.15,1024,954.225,115.575,18.425,37472
252,4945.076923,1329.615385,572.2307692,242.2307692,847.1538462,131.5384615,1081.615385,980.1538462,116.2307692,18.07692308,37492
253,4838.923077,1307.051282,573.7692308,243.7692308,834.8461538,128.4615385,1012.384615,974.5128205,117.7692308,18.58974359,37512
254,4776.2,1292.8,575,245,828.7,126,970.8,971.1,118.9,18.9,37532
255,4887.2,1311.8,575,245,847.2,126,1039.8,976.6,118.4,18.4,37552
256,4895.675676,1303.756757,575.6486486,245.7567568,862.1081081,125.7837838,1051.648649,966.0810811,118.3243243,18.10810811,37572
257,4494.054054,1187.540541,578.8918919,249.5405405,862.6486486,124.7027027,834.8918919,891.4864865,119.9459459,18.64864865,37592
258,4326.24,1135.94,580.44,251.72,863.28,124.56,757,849.58,120.86,19.14,37612
259,4592.64,1204.34,578.84,250.92,864.08,126.16,937,868.38,120.46,19.54,37632
260,4859.04,1272.74,577.24,250.12,864.88,127.76,1117,887.18,120.06,19.94,37652
261,4636.394737,1238.263158,577.4473684,250,866.7894737,128.4473684,923.4473684,891.3421053,120,19.10526316,37672
262,4327.447368,1185.631579,577.9736842,250,868.8947368,128.9736842,663.9736842,892.9210526,120,18.05263158,37692
263,4453.282051,1173.74359,575.0769231,247.5641026,864.1282051,129.4871795,778.6410256,923.2051282,120.4871795,18,37712
264,4602,1164,572,245,859,130,913,955,121,18,37732
265,4609.368421,1219.789474,570.9473684,243.4210526,861.6315789,129.4736842,848.7894737,969.7368421,121.5263158,16.94736842,37752
266,4634.333333,1275.833333,570.3333333,242.5,865,129,800.3333333,984.8333333,121.8333333,16.16666667,37772
267,4646,1325.909091,572,245,866.3636364,129,757.9090909,987.6363636,121,15.18181818,37792
268,4823.142857,1288.857143,568.5714286,240.8571429,864.2857143,128.5714286,980.4285714,986,121,14,37812
269,4679.5,1291.5,574,246,856,128,844,976,122.5,15.5,37832
270,4923.8,1333.4,579.8,253.8,861.4,126.4,1036,976.2,122.2,14.8,37852
271,4392.727273,1207.090909,582.6363636,253,857.9090909,130.0909091,638.3636364,969.8181818,123,13.90909091,37872
272,4737.5,1258,594.8333333,254.6666667,886.1666667,130.1666667,914.5,948.8333333,122.1666667,13,37892
273,4979.166667,1271.583333,617.0833333,262.9166667,912.9166667,129.5833333,1098.75,941.8333333,125.5833333,11.41666667,37912
274,4636,1188,738,294,953,130,751,865,129,12,37932
275,4739.285714,1009.428571,991.1428571,345.3571429,1061.214286,130.6428571,780.0714286,757,127.7857143,12.64285714,37952
276,4801.076923,827.5384615,1315.461538,351.3076923,1119.076923,130,661.6153846,734.3846154,131,12,37972
277,5031,824.6666667,1446.333333,406,1115,130.3333333,740.3333333,760,130.3333333,14.33333333,37992
278,5032,862,1415,389,1152,158,710,745,133,15,38012
279,5066.769231,842.2307692,1429.076923,383.1538462,1151.307692,154.3846154,773.5384615,728.6153846,127,15,38032
280,5045.642857,833.7857143,1409,374.5,1151.642857,146.2142857,769.7142857,737.6428571,128.8571429,15,38052
281,4920.428571,804.5714286,1315.428571,348.2857143,1165.714286,166.1428571,787.8571429,704.1428571,129.1428571,13.57142857,38072
282,5001,887.2,1156,323.6,1132,157,932.2,751,129.6,13,38092
283,4870,1001.25,963.5,265,1060.5,151.75,878.5,814.5,138.75,13,38112
284,4832.846154,1080.307692,900.5384615,279.0769231,965.8461538,144.6153846,894.0769231,836.3846154,143.5384615,12.15384615,38132
